question,arm,status,family,tuning,term,p_wcb,p_holm,sig_wcb,sig_holm,flips,n_groups
q_intentionality,moral,n/a,mistral,pretrained,sign_c,0.1935967983991996,0.967983991995998,False,False,False,39
q_intentionality,nonmoral_pooled,n/a,mistral,pretrained,sign_c,0.6758379189594798,1.0,False,False,False,40
q_intentionality,nonmoral_prudential,n/a,mistral,pretrained,sign_c,0.5902951475737869,1.0,False,False,False,37
q_intentionality,nonmoral_procedural,n/a,mistral,pretrained,sign_c,0.2611305652826413,1.0,False,False,False,40
q_intentionality,moral_vs_nonmoral_pooled,n/a,mistral,pretrained,sign_c:arm_c,0.3576788394197098,1.0,False,False,False,40
q_intentionality,moral,n/a,mistral,finetuned,sign_c,0.009504752376188,0.028514257128563997,True,True,False,39
q_intentionality,nonmoral_pooled,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,40
q_intentionality,nonmoral_prudential,n/a,mistral,finetuned,sign_c,0.0425212606303151,0.0850425212606302,True,False,True,37
q_intentionality,nonmoral_procedural,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,40
q_intentionality,moral_vs_nonmoral_pooled,n/a,mistral,finetuned,sign_c:arm_c,0.4877438719359679,0.4877438719359679,False,False,False,40
q_blame,moral,n/a,gemma,pretrained,sign_c,0.0005002501250625,0.0015007503751875,True,True,False,39
q_blame,nonmoral_pooled,n/a,gemma,pretrained,sign_c,0.0,0.0,True,True,False,40
q_blame,nonmoral_prudential,n/a,gemma,pretrained,sign_c,0.0005002501250625,0.0015007503751875,True,True,False,37
q_blame,nonmoral_procedural,n/a,gemma,pretrained,sign_c,0.0,0.0,True,True,False,40
q_blame,moral_vs_nonmoral_pooled,n/a,gemma,pretrained,sign_c:arm_c,0.6758379189594798,0.6758379189594798,False,False,False,40
q_blame,moral,n/a,gemma,finetuned,sign_c,0.001000500250125,0.001000500250125,True,True,False,39
q_blame,nonmoral_pooled,n/a,gemma,finetuned,sign_c,0.0,0.0,True,True,False,40
q_blame,nonmoral_prudential,n/a,gemma,finetuned,sign_c,0.0,0.0,True,True,False,37
q_blame,nonmoral_procedural,n/a,gemma,finetuned,sign_c,0.0,0.0,True,True,False,40
q_blame,moral_vs_nonmoral_pooled,n/a,gemma,finetuned,sign_c:arm_c,0.0,0.0,True,True,False,40
q_blame,moral,n/a,llama,pretrained,sign_c,0.9654827413706852,0.9654827413706852,False,False,False,39
q_blame,nonmoral_pooled,n/a,llama,pretrained,sign_c,0.0125062531265632,0.062531265632816,True,False,True,40
q_blame,nonmoral_prudential,n/a,llama,pretrained,sign_c,0.2456228114057028,0.7323661830915456,False,False,False,37
q_blame,nonmoral_procedural,n/a,llama,pretrained,sign_c,0.017008504252126,0.068034017008504,True,False,True,40
q_blame,moral_vs_nonmoral_pooled,n/a,llama,pretrained,sign_c:arm_c,0.2441220610305152,0.7323661830915456,False,False,False,40
q_blame,moral,n/a,llama,finetuned,sign_c,0.0025012506253126,0.0025012506253126,True,True,False,39
q_blame,nonmoral_pooled,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,40
q_blame,nonmoral_prudential,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,37
q_blame,nonmoral_procedural,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,40
q_blame,moral_vs_nonmoral_pooled,n/a,llama,finetuned,sign_c:arm_c,0.0,0.0,True,True,False,40
q_blame,moral,n/a,mistral,pretrained,sign_c,0.4102051025512756,0.8204102051025512,False,False,False,39
q_blame,nonmoral_pooled,n/a,mistral,pretrained,sign_c,0.0230115057528764,0.11505752876438201,True,False,True,40
q_blame,nonmoral_prudential,n/a,mistral,pretrained,sign_c,0.2271135567783892,0.6813406703351677,False,False,False,37
q_blame,nonmoral_procedural,n/a,mistral,pretrained,sign_c,0.0460230115057528,0.1840920460230112,True,False,True,40
q_blame,moral_vs_nonmoral_pooled,n/a,mistral,pretrained,sign_c:arm_c,0.7488744372186094,0.8204102051025512,False,False,False,40
q_blame,moral,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,39
q_blame,nonmoral_pooled,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,40
q_blame,nonmoral_prudential,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,37
q_blame,nonmoral_procedural,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,40
q_blame,moral_vs_nonmoral_pooled,n/a,mistral,finetuned,sign_c:arm_c,0.0025012506253126,0.0025012506253126,True,True,False,40
q_praise,moral,n/a,gemma,pretrained,sign_c,0.0,0.0,True,True,False,39
q_praise,nonmoral_pooled,n/a,gemma,pretrained,sign_c,0.0,0.0,True,True,False,40
q_praise,nonmoral_prudential,n/a,gemma,pretrained,sign_c,0.0015007503751875,0.003001500750375,True,True,False,37
q_praise,nonmoral_procedural,n/a,gemma,pretrained,sign_c,0.0,0.0,True,True,False,40
q_praise,moral_vs_nonmoral_pooled,n/a,gemma,pretrained,sign_c:arm_c,0.768384192096048,0.768384192096048,False,False,False,40
q_praise,moral,n/a,gemma,finetuned,sign_c,0.0050025012506253,0.0100050025012506,True,True,False,39
q_praise,nonmoral_pooled,n/a,gemma,finetuned,sign_c,0.0,0.0,True,True,False,40
q_praise,nonmoral_prudential,n/a,gemma,finetuned,sign_c,0.0,0.0,True,True,False,37
q_praise,nonmoral_procedural,n/a,gemma,finetuned,sign_c,0.0,0.0,True,True,False,40
q_praise,moral_vs_nonmoral_pooled,n/a,gemma,finetuned,sign_c:arm_c,0.0100050025012506,0.0100050025012506,True,True,False,40
q_praise,moral,n/a,llama,pretrained,sign_c,0.5502751375687844,0.5502751375687844,False,False,False,39
q_praise,nonmoral_pooled,n/a,llama,pretrained,sign_c,0.0,0.0,True,True,False,40
q_praise,nonmoral_prudential,n/a,llama,pretrained,sign_c,0.008504252126063,0.025512756378189002,True,True,False,37
q_praise,nonmoral_procedural,n/a,llama,pretrained,sign_c,0.0,0.0,True,True,False,40
q_praise,moral_vs_nonmoral_pooled,n/a,llama,pretrained,sign_c:arm_c,0.0205102551275637,0.0410205102551274,True,True,False,40
q_praise,moral,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,39
q_praise,nonmoral_pooled,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,40
q_praise,nonmoral_prudential,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,37
q_praise,nonmoral_procedural,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,40
q_praise,moral_vs_nonmoral_pooled,n/a,llama,finetuned,sign_c:arm_c,0.0,0.0,True,True,False,40
q_praise,moral,n/a,mistral,pretrained,sign_c,0.0240120060030015,0.0940470235117556,True,False,True,39
q_praise,nonmoral_pooled,n/a,mistral,pretrained,sign_c,0.0020010005002501,0.010005002501250502,True,True,False,40
q_praise,nonmoral_prudential,n/a,mistral,pretrained,sign_c,0.0235117558779389,0.0940470235117556,True,False,True,37
q_praise,nonmoral_procedural,n/a,mistral,pretrained,sign_c,0.0410205102551275,0.0940470235117556,True,False,True,40
q_praise,moral_vs_nonmoral_pooled,n/a,mistral,pretrained,sign_c:arm_c,0.6558279139569785,0.6558279139569785,False,False,False,40
q_praise,moral,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,39
q_praise,nonmoral_pooled,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,40
q_praise,nonmoral_prudential,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,37
q_praise,nonmoral_procedural,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,40
q_praise,moral_vs_nonmoral_pooled,n/a,mistral,finetuned,sign_c:arm_c,0.0625312656328164,0.0625312656328164,False,False,False,40
