question,arm,status,family,tuning,term,p_wcb,p_holm,sig_wcb,sig_holm,flips,n_groups
q_blame,moral,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,39
q_blame,nonmoral_pooled,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,40
q_blame,nonmoral_prudential,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,37
q_blame,nonmoral_procedural,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,40
q_blame,moral_vs_nonmoral_pooled,n/a,llama,finetuned,sign_c:arm_c,0.0020010005002501,0.0020010005002501,True,True,False,40
q_blame,moral,n/a,mistral,pretrained,sign_c,0.5822911455727864,1.0,False,False,False,39
q_blame,nonmoral_pooled,n/a,mistral,pretrained,sign_c,0.2611305652826413,1.0,False,False,False,40
q_blame,nonmoral_prudential,n/a,mistral,pretrained,sign_c,0.2566283141570785,1.0,False,False,False,37
q_blame,nonmoral_procedural,n/a,mistral,pretrained,sign_c,0.5592796398199099,1.0,False,False,False,40
q_blame,moral_vs_nonmoral_pooled,n/a,mistral,pretrained,sign_c:arm_c,0.9749874937468734,1.0,False,False,False,40
q_blame,moral,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,39
q_blame,nonmoral_pooled,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,40
q_blame,nonmoral_prudential,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,37
q_blame,nonmoral_procedural,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,40
q_blame,moral_vs_nonmoral_pooled,n/a,mistral,finetuned,sign_c:arm_c,0.0,0.0,True,True,False,40
q_praise,moral,n/a,gemma,pretrained,sign_c,0.0,0.0,True,True,False,39
q_praise,nonmoral_pooled,n/a,gemma,pretrained,sign_c,0.0,0.0,True,True,False,40
q_praise,nonmoral_prudential,n/a,gemma,pretrained,sign_c,0.0,0.0,True,True,False,37
q_praise,nonmoral_procedural,n/a,gemma,pretrained,sign_c,0.0,0.0,True,True,False,40
q_praise,moral_vs_nonmoral_pooled,n/a,gemma,pretrained,sign_c:arm_c,0.966983491745873,0.966983491745873,False,False,False,40
q_praise,moral,n/a,gemma,finetuned,sign_c,0.0005002501250625,0.001000500250125,True,True,False,39
q_praise,nonmoral_pooled,n/a,gemma,finetuned,sign_c,0.0,0.0,True,True,False,40
q_praise,nonmoral_prudential,n/a,gemma,finetuned,sign_c,0.0,0.0,True,True,False,37
q_praise,nonmoral_procedural,n/a,gemma,finetuned,sign_c,0.0,0.0,True,True,False,40
q_praise,moral_vs_nonmoral_pooled,n/a,gemma,finetuned,sign_c:arm_c,0.0340170085042521,0.0340170085042521,True,True,False,40
q_praise,moral,n/a,llama,pretrained,sign_c,0.0610305152576288,0.0850425212606302,False,False,False,39
q_praise,nonmoral_pooled,n/a,llama,pretrained,sign_c,0.0,0.0,True,True,False,40
q_praise,nonmoral_prudential,n/a,llama,pretrained,sign_c,0.0,0.0,True,True,False,37
q_praise,nonmoral_procedural,n/a,llama,pretrained,sign_c,0.0,0.0,True,True,False,40
q_praise,moral_vs_nonmoral_pooled,n/a,llama,pretrained,sign_c:arm_c,0.0425212606303151,0.0850425212606302,True,False,True,40
q_praise,moral,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,39
q_praise,nonmoral_pooled,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,40
q_praise,nonmoral_prudential,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,37
q_praise,nonmoral_procedural,n/a,llama,finetuned,sign_c,0.0,0.0,True,True,False,40
q_praise,moral_vs_nonmoral_pooled,n/a,llama,finetuned,sign_c:arm_c,0.0,0.0,True,True,False,40
q_praise,moral,n/a,mistral,pretrained,sign_c,0.0210105052526263,0.0420210105052526,True,True,False,39
q_praise,nonmoral_pooled,n/a,mistral,pretrained,sign_c,0.0,0.0,True,True,False,40
q_praise,nonmoral_prudential,n/a,mistral,pretrained,sign_c,0.0,0.0,True,True,False,37
q_praise,nonmoral_procedural,n/a,mistral,pretrained,sign_c,0.0,0.0,True,True,False,40
q_praise,moral_vs_nonmoral_pooled,n/a,mistral,pretrained,sign_c:arm_c,0.535767883941971,0.535767883941971,False,False,False,40
q_praise,moral,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,39
q_praise,nonmoral_pooled,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,40
q_praise,nonmoral_prudential,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,37
q_praise,nonmoral_procedural,n/a,mistral,finetuned,sign_c,0.0,0.0,True,True,False,40
q_praise,moral_vs_nonmoral_pooled,n/a,mistral,finetuned,sign_c:arm_c,0.0875437718859429,0.0875437718859429,False,False,False,40
