variant_id,family_id,domain,valence,nonmoral_subdomain,sign,typicality,evocativeness,scenario,q_intentionality,q_blame,q_praise,moral_relevance,moral_relevance_raw,severity,severity_raw,vividness,vividness_raw,typicality_perception,typicality_perception_raw,individual_flags,pair_flag,reviewer_model,curation_date,accepted
ENV-NMB-03-B,ENV-NMB-03,Environment,NMB,aesthetic,bad,common,high,"The plant manager installed a newer, industry-standard scrubber system widely used by comparable facilities to reduce operating costs by upgrading the plant's emissions-control equipment. The plant manager did not care at all about the effect this would have on employees working in the plant's administrative office. The plant manager knew that this would change the layout of the plant office's parking area signage: several employees said they now had to circle the lot twice most mornings to find their assigned space.",Did the plant manager intentionally change the layout of the plant office's parking area signage? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?",2,"2

This scenario is primarily practical rather than moral. The core facts—installing standard emissions equipment that incidentally altered parking signage, causing minor inconvenience (circling the lot twice)—describe a logistical annoyance, not a moral wrong.

A few points on why this lands near the ""practical"" end:

- **Minimal harm**: Circling a parking lot an extra time is an inconvenience, not a harm to wellbeing, dignity, safety, or rights. It's the kind of friction that occurs constantly in workplaces and doesn't rise to the level of moral concern.
- **Legitimate purpose",1,"**Severity: 1/10**

Reasoning:

- **Nature of harm**: The impact described—circling a parking lot twice to find an assigned space—is a minor inconvenience, not a substantive harm. It costs employees a small amount of time (likely a minute or two) and mild annoyance.
- **No lasting or serious consequences**: There's no indication of safety risks, financial loss, health effects, discrimination, or inability to work. Employees still find their spaces and presumably get to work.
- **Scope**: It affects ""several employees,"" not the entire workforce, and only as a recurring but low-impact friction point.",3,"**3/10**

The description is largely dry and procedural, written in a flat, incident-report style. Most of the content is administrative detail: ""industry-standard scrubber system,"" ""reduce operating costs,"" ""upgrading emissions-control equipment,"" ""changed layout of parking area signage."" These are abstract, bureaucratic phrasings that don't evoke strong sensory or emotional imagery.

There are a couple of mildly vivid touches:
- ""did not care at all about the effect"" — this injects a bit of emotional/moral characterization of the manager's attitude, though it's stated bluntly rather than shown.
- ""circle the",8,"**8/10 — highly typical**

Installing an industry-standard scrubber system to cut operating costs is a routine, expected action for a plant manager. Upgrading emissions-control equipment falls squarely within the core responsibilities of the role: managing compliance, controlling costs, and maintaining efficient operations. Using widely-adopted, industry-standard equipment (rather than something experimental or unusual) further supports the typicality of this decision—it's a conventional choice, not a risky or idiosyncratic one.

The minor side effect (changes to parking lot signage/layout causing employee inconvenience) is a plaus",,vividness gap too small: low=2 high=3 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
ENV-NMB-03-C,ENV-NMB-03,Environment,NMB,aesthetic,bad,uncommon,low,"The plant manager commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities to reduce operating costs by upgrading the plant's emissions-control equipment. The plant manager did not care at all about the effect this would have on employees working in the plant's administrative office. The plant manager knew that this would change the layout of the plant office's parking area signage: a subsequent staff survey found employees rated the new parking signage as noticeably more confusing than the previous layout.",Did the plant manager intentionally change the layout of the plant office's parking area signage? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?",2,"**2-3**

Reasoning: The core issue here—confusing parking signage—is fundamentally a practical/design problem, not a moral one. Poorly laid-out signage causes inconvenience, minor frustration, and inefficiency, but it doesn't rise to the level of harm, rights violation, or injustice that would make this primarily a moral matter.

The scenario tries to inject moral weight through the detail that the plant manager ""did not care at all"" about the effect on employees. This gestures at something morally relevant—indifference to foreseeable negative effects on others—but the actual effect in question (confusing signage) is low-st",1,"**Severity: 1/10**

This is a very low-severity outcome. Reasoning:

- **Nature of harm**: Confusing parking signage is a minor inconvenience, not a safety hazard, financial loss, or health impact. It might cause brief frustration, occasional wrong turns, or a few minutes of lost time.
- **Scope**: It affects administrative office employees' daily parking experience, but doesn't impede their ability to work, get paid, or access the building in any fundamental way.
- **Duration/reversibility**: Signage is easily fixed. This is not a permanent or structural problem—it could be cor",2,"**2/10**

The description is largely dry and procedural—it reads like a factual case summary rather than an emotionally charged narrative. A few observations:

- **Neutral, clinical tone**: Phrases like ""custom, in-house scrubber system,"" ""staff survey,"" and ""parking signage"" are administrative and bureaucratic, not evocative.
- **Low stakes framing**: The consequence (confusing parking signage) is mundane and low-impact, which limits emotional resonance even though the manager's indifference (""did not care at all"") introduces a slight normative/moral undertone.
- **No sensory or personal detail**:",2,"**2/10 — highly atypical**

Reasoning:

- Commissioning a **custom, in-house-built scrubber system** rather than purchasing a standard commercial unit is explicitly noted as ""rarely used by comparable facilities."" This is an unusual engineering/procurement decision for a plant manager focused on cutting operating costs — most would opt for off-the-shelf or vendor-supplied solutions, which are cheaper, faster to install, and carry vendor support/warranties. Building a bespoke system in-house is a significant departure from standard practice.
- The typical, expected path to reducing emissions-control oper",,,claude-sonnet-5,2026-08-07,True
ENV-NMB-03-D,ENV-NMB-03,Environment,NMB,aesthetic,bad,uncommon,high,"The plant manager commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities to reduce operating costs by upgrading the plant's emissions-control equipment. The plant manager did not care at all about the effect this would have on employees working in the plant's administrative office. The plant manager knew that this would change the layout of the plant office's parking area signage: several employees said they now had to circle the lot twice most mornings to find their assigned space.",Did the plant manager intentionally change the layout of the plant office's parking area signage? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?",2,"This scenario rates around a **2** on the scale.

**Reasoning:**

The core facts described—custom equipment reducing operating costs, changed parking signage, employees circling the lot to find spaces—are primarily practical/logistical matters. Inconvenience in finding a parking spot is an annoyance, not a moral harm. There's no indication of injury, discrimination, unfair treatment singling out individuals, deception, or violation of rights/duties.

**What would push it higher:**
- The phrase ""did not care at all about the effect this would have on employees"" gestures toward a moral dimension (disregard for others' welfare",1,"I'd rate this a **1 out of 10** on a severity scale.

**Reasoning:**

- The harm described—circling a parking lot twice to find an assigned space—is a minor inconvenience, causing at most a few extra minutes of delay for affected employees.
- There's no indication of safety risks, financial harm, discrimination, or lasting damage to anyone's wellbeing, employment, or property.
- This is a transient annoyance that would likely resolve on its own as employees adjust to the new signage/layout, or could be easily fixed with minor corrections to signage.
- The scrubber upgrade itself (the",5,"**5/10**

The description has a few vivid, concrete details that give it some texture, but the emotional core is undercut by a mismatch between setup and payoff.

**What adds vividness:**
- Specific sensory/behavioral detail: ""circle the lot twice most mornings"" is concrete and relatable — readers can picture the mild frustration.
- The framing of the manager's indifference (""did not care at all"") sets up an expectation of real harm, which creates some narrative tension.

**What limits vividness:**
- The actual consequence — confusing parking signage — is mundane and low-stakes, which deflates the emotional bu",2,"**2 – Highly atypical (leaning toward the low end)**

Reasoning:

- **The core action (commissioning a custom, in-house scrubber to cut emissions-control costs) is plausible for a plant manager** — upgrading emissions equipment and finding ways to reduce operating costs are squarely within that role's normal responsibilities.

- **However, the specific approach — building a fully custom, in-house system rather than purchasing/adapting a standard commercial solution — is unusual.** Most comparable facilities rely on established vendors or off-the-shelf systems for emissions control because of regulatory certification requir",,,claude-sonnet-5,2026-08-07,True
ENV-NMG-03-A,ENV-NMG-03,Environment,NMG,aesthetic,good,common,low,"The plant manager installed a newer, industry-standard scrubber system widely used by comparable facilities to reduce operating costs by upgrading the plant's emissions-control equipment. The plant manager did not care at all about the effect this would have on employees working in the plant's administrative office. The plant manager knew that this would change the layout of the plant office's parking area signage: a subsequent staff survey found employees rated the new parking signage as noticeably clearer than the previous layout.",Did the plant manager intentionally change the layout of the plant office's parking area signage? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?",2,"2

This scenario centers on a practical business decision (upgrading equipment to industry-standard for cost savings) with an incidental side effect (parking signage changes) that turned out to be neutral-to-positive per employee feedback. While the plant manager's indifference to employee effects might seem morally relevant, the actual outcome described involves no harm—the signage was rated *clearer*, not worse. There's no indication of safety risk, deception, unfairness, or genuine harm to anyone.

The manager's callous attitude (""did not care at all"") is a minor character detail, but since the concrete result was neutral/positive, this reads m",0,"**Severity: 0-1 out of 10**

The outcome described is negligible to non-existent in terms of harm. Here's the reasoning:

- The change involved parking area **signage layout** in an administrative office.
- The employee survey found the new signage was rated as **""noticeably clearer than the previous layout""** — this is a **positive outcome**, not a negative one.
- There's no indication of safety issues, operational disruption, financial harm, or any adverse effect on employees.
- The plant manager's indifference (""did not care at all"") speaks to *intent* or *motivation*, but severity should be judged by **actual out",2,"**2/10**

The description is largely flat and administrative in tone. It reads more like an incident report or case summary than a vivid narrative. A few observations:

- **Neutral, technical language**: ""scrubber system,"" ""emissions-control equipment,"" ""parking area signage,"" ""staff survey"" — these are dry, procedural terms with no sensory or emotional texture.
- **No concrete imagery**: There's no description of sights, sounds, physical reactions, or specific human moments that would make a reader feel present in the scenario.
- **Emotional content is stated, not shown**: The line ""did not care at all"" tells us about the manager's att",8,"This action rates around **8-9 on the typicality scale**.

**Reasoning:**

Installing an industry-standard scrubber system to reduce operating costs is a highly typical, expected action for a plant manager. This is squarely within the core responsibilities of the role:

- **Cost reduction through equipment upgrades** is a standard operational goal for plant managers
- **Adopting industry-standard technology** (rather than experimental or unusual solutions) reflects conventional, expected decision-making
- **Emissions-control upgrades** are a common and often necessary capital investment in industrial settings

The incidental effect on par",,vividness gap too small: low=2 high=2 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
ENV-NMG-03-B,ENV-NMG-03,Environment,NMG,aesthetic,good,common,high,"The plant manager installed a newer, industry-standard scrubber system widely used by comparable facilities to reduce operating costs by upgrading the plant's emissions-control equipment. The plant manager did not care at all about the effect this would have on employees working in the plant's administrative office. The plant manager knew that this would change the layout of the plant office's parking area signage: several employees said they could now find their assigned space without circling the lot.",Did the plant manager intentionally change the layout of the plant office's parking area signage? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?",2,"2

This scenario centers on operational efficiency (reducing costs, upgrading equipment) and an incidental, positive side effect (clearer parking signage/layout that helped employees find spaces more easily). There's no indication of harm, rights violations, unfairness, or ethically weighty consequences—just a practical business decision with a minor logistical benefit.

The mention that the plant manager ""did not care at all about the effect this would have on employees"" might initially seem to signal a moral dimension (indifference to others), but since the actual effect described is neutral-to-positive (easier parking), the indifference didn't translate into any harm. Mo",0,"**0-1 out of 10** — essentially negligible/trivial.

The described outcome (employees now finding their assigned parking spaces without circling the lot) is a minor, incidental, positive side effect with no real significance. It doesn't involve harm, cost, safety, health, or meaningful disruption — it's a trivial convenience improvement. The plant manager's indifference to office employees is notable as a matter of *attitude* or *intent*, but the actual *outcome* described here (better parking signage clarity) is not severe or significant in any material way.

If you're evaluating this as part of a legal or ethical analysis (e.",2,"**2/10**

The description is largely dry and procedural—an industry-standard equipment upgrade, cost reduction, parking signage changes. Most of the content reads like a routine operations memo rather than something designed to evoke emotion.

A few factors nudge it slightly above 0:
- ""Did not care at all about the effect this would have on employees"" introduces a mild note of callousness or tension, hinting at a manager-employee conflict.
- The small anecdote about employees finding their parking spot more easily adds a tiny human, relatable detail.

But there's no vivid sensory language, no real stakes, conflict, or emot",8,"**8/10 — highly typical**

Installing industry-standard emissions-control equipment to cut operating costs is a routine, expected action for a plant manager. This falls squarely within normal operational responsibilities: managing compliance, controlling costs, and upgrading equipment to match industry norms are core duties of the role. Adopting a ""widely used by comparable facilities"" solution—rather than something experimental or unusual—reinforces how conventional this decision is.

The minor, incidental side effect on parking lot signage (which turned out to be a mild improvement, not a harm) doesn't affect the typicality rating of the core action.",,vividness gap too small: low=2 high=2 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
ENV-NMG-03-C,ENV-NMG-03,Environment,NMG,aesthetic,good,uncommon,low,"The plant manager commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities to reduce operating costs by upgrading the plant's emissions-control equipment. The plant manager did not care at all about the effect this would have on employees working in the plant's administrative office. The plant manager knew that this would change the layout of the plant office's parking area signage: a subsequent staff survey found employees rated the new parking signage as noticeably clearer than the previous layout.",Did the plant manager intentionally change the layout of the plant office's parking area signage? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?",2,"I'd rate this around **2-3**.

**Reasoning:**

The core decision described—commissioning a custom scrubber system to reduce operating costs by upgrading emissions-control equipment—is primarily an engineering and business decision. The details given actually point toward this being low on moral significance:

1. **The outcome was positive or neutral**: The scrubber upgrade improved emissions control (an environmental/practical good), and the incidental parking signage change was rated as *clearer* than before by employees. There's no harm reported.

2. **The ""didn't care"" framing is a red herring**: While the scenario emphasizes the pl",0,"**0-1 (essentially negligible/trivial), I'll say 1.**

The scenario describes an outcome where employees rated the new parking signage as ""noticeably clearer"" than before. This is:

- A minor administrative/logistical side effect, not a harm
- Explicitly rated *positively* by the employees affected
- Unrelated to the core purpose or risks of the decision (scrubber system installation for emissions control)
- Not connected to any safety, financial, health, or job-related consequences

The setup mentions the plant manager's indifference to effects on office employees, which might prime an expectation of negative fallout. But the",2,"**2/10**

This description is largely dry and procedural, with minimal emotional or sensory language. It reads more like a fact pattern from a legal hypothetical (likely testing proximate cause/foreseeability concepts) than a narrative meant to evoke feeling.

A few notes on why it lands low but not at 0:
- Phrases like ""did not care at all"" gesture toward an emotional dimension (indifference, potential callousness), which nudges it slightly above a pure 0.
- However, the outcome described—clearer parking signage rated positively in a staff survey—undercuts any dramatic tension. There's no harm",2,"**Typicality rating: 2 (highly atypical)**

**Reasoning:**

The plant manager's core goal—reducing operating costs by upgrading emissions-control equipment—is a plausible, common objective for someone in that role. However, the specific *approach* described deviates sharply from typical practice in ways that lower the typicality score:

1. **Custom, in-house build vs. industry norm**: The scenario explicitly states this method is ""rarely used by comparable facilities."" Most plant managers pursuing cost reduction would opt for vetted, vendor-supplied, or industry-standard scrubber systems (pro",,vividness gap too small: low=2 high=2 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
ENV-NMG-03-D,ENV-NMG-03,Environment,NMG,aesthetic,good,uncommon,high,"The plant manager commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities to reduce operating costs by upgrading the plant's emissions-control equipment. The plant manager did not care at all about the effect this would have on employees working in the plant's administrative office. The plant manager knew that this would change the layout of the plant office's parking area signage: several employees said they could now find their assigned space without circling the lot.",Did the plant manager intentionally change the layout of the plant office's parking area signage? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?",1,"1

The scenario centers on a facilities/engineering decision (upgrading emissions-control equipment) that had an incidental side effect on parking lot signage—an outcome that actually improved things for employees (easier to find assigned spaces). There's no harm, rights violation, fairness issue, or wrongdoing involved here.

The detail about the plant manager ""not caring at all"" about effects on office employees might seem to signal moral indifference, but since the actual effect described is positive (or neutral) rather than harmful, this isn't functioning as a moral dilemma. It reads more like a narrative setup testing whether the reader conflates",0,"**0-1 out of 10** — negligible significance.

The described outcome (parking area signage was changed, and employees can now find their assigned spaces without circling the lot) is a trivial, incidental side effect with no real bearing on health, safety, finances, or working conditions. It's a minor convenience improvement, not a harm or meaningful impact.

If anything, this detail seems designed to contrast with the more consequential parts of the scenario — the custom scrubber system built to cut costs (an unusual approach for comparable facilities) and the plant manager's indifference to effects on administrative staff. Those elements suggest the ""real""",2,"**2/10**

The description is largely dry and procedural—it reads like a factual summary rather than a vivid narrative. A few observations:

- **Neutral, administrative tone**: Phrases like ""commissioned a custom, in-house scrubber system"" and ""reduce operating costs"" are technical/business language with no sensory or emotional texture.
- **Flat characterization**: ""Did not care at all"" tells us about the manager's attitude but doesn't *show* it through action, dialogue, or detail that would make it feel real or affecting.
- **Anticlimactic outcome**: The employee reaction (""could now find their assig",3,"**Score: 3 (fairly atypical)**

**Reasoning:**

A plant manager pursuing cost reduction through upgraded emissions-control equipment would typically:

- Purchase equipment from established vendors with proven track records, given the technical complexity, regulatory scrutiny, and liability associated with emissions systems
- Rely on standard, tested solutions rather than custom in-house builds, since emissions control involves compliance risk (EPA/regulatory approval, permitting) that favors vendor-certified systems
- Focus decision-making narrowly on the emissions/cost engineering problem, not on",,vividness gap too small: low=2 high=2 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
ENV-NEU-03-A,ENV-NEU-03,Environment,NEU,,na,common,low,"The plant manager installed a newer, industry-standard scrubber system widely used by comparable facilities to reduce operating costs by upgrading the plant's emissions-control equipment. The plant manager did not care at all about the effect this would have on staff who review the air-quality readings. The plant manager knew that this would change the air-quality log's internal file format: the plant's monitoring software began logging air-quality readings under a different internal file format than before.",Did the plant manager intentionally change the air-quality log's internal file format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?",2,"2

This scenario is primarily a practical/technical matter rather than a moral one. The core issue—an equipment upgrade causing a file format change that affects how staff read air-quality logs—is fundamentally an operational/IT compatibility problem, not one involving harm, rights, fairness, or ethical duties.

A few nuances worth noting:

- The detail that the manager ""did not care at all"" about the effect on staff introduces a mild moral dimension—indifference to downstream consequences on colleagues' workflow suggests a lack of consideration or communication, which touches on workplace etiquette/professional responsibility (e.g",2,"I'd rate this a **2-3** on a severity scale of 0-10.

**Reasoning:**

This scenario describes a routine technical side-effect rather than a significant harm:

- **Nature of the impact**: A file format change is an inconvenience, not a substantive harm. It's the kind of thing IT/data teams deal with regularly when systems get upgraded.
- **Reversibility/manageability**: Format changes are typically solvable through conversion scripts, updated parsers, software updates, or retraining staff on new export procedures. This isn't permanent damage.
- **No indication of data loss**: The scenario",3,"**3/10**

The description is largely dry and procedural — it reads more like an incident report or technical log than a vivid narrative. A few elements push it slightly above a bare-minimum 0-1:

- The detail that the manager ""did not care at all"" about the effect on staff introduces a mild emotional/interpersonal tension (indifference toward coworkers), which gives readers a small foothold for feeling something (perhaps mild frustration or sympathy for the staff).
- The specificity of ""industry-standard scrubber system"" and ""internal file format"" grounds it in a concrete workplace scenario rather than pure abstraction.",8,"This scenario rates around **8-9** on the typicality scale.

Reasoning:

- Upgrading emissions-control equipment to reduce operating costs is a completely standard, expected action for a plant manager. This is core to the role's responsibilities.
- Adopting an industry-standard scrubber system used by comparable facilities is a conservative, low-risk choice—not an unusual or reckless one.
- Equipment upgrades routinely come with changes to monitoring/logging software, including file format changes. This is a very common and foreseeable side effect of installing new hardware with its own control/monitoring software, since different manufactur",,vividness gap too small: low=3 high=2 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
ENV-NEU-03-B,ENV-NEU-03,Environment,NEU,,na,common,high,"The plant manager installed a newer, industry-standard scrubber system widely used by comparable facilities to reduce operating costs by upgrading the plant's emissions-control equipment. The plant manager did not care at all about the effect this would have on staff who review the air-quality readings. The plant manager knew that this would change the air-quality log's internal file format: a reading that would have been saved as 'AQ_031427.csv' under the old system is now saved as '2027-03-14_AirQuality.csv' instead, with no change to who reviews the readings or how compliance is tracked.",Did the plant manager intentionally change the air-quality log's internal file format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?",1,"**1-2**

This is overwhelmingly a practical/technical matter, not a moral one. Here's the reasoning:

**Why it's low on the moral scale:**
- The change described is purely administrative/technical: a file-naming convention shifted as a side effect of upgrading equipment.
- There's no indication of harm, deception, rights violations, or unfairness. Compliance tracking is explicitly stated to be unaffected, and the same people review the readings.
- Renaming conventions (AQ_031427.csv vs. 2027-03-14_AirQuality.csv) are a matter of system design/usability, akin",0,"**Severity: 0-1 (negligible/cosmetic)**

This is a trivial administrative change with no substantive impact:

- **What changed:** Only the filename format/convention (from a coded identifier to a readable date-stamped name)
- **What didn't change:** The reviewers, the review process, compliance tracking, the underlying emissions data, and presumably the actual environmental benefit of the upgraded scrubber system

**Why it's low severity:**
1. File naming conventions are cosmetic metadata, not substantive operational changes
2. No indication the new format is harder to use—arguably it's more human-readable",2,"I'd rate this around **2-3** on the emotional vividness scale.

**Why it's low:**
- The subject matter itself is inherently dry and technical (file naming conventions, scrubber equipment, CSV logs)
- There's no sensory detail, dialogue, or concrete human consequence described
- The outcome stated is explicitly neutral: ""no change to who reviews the readings or how compliance is tracked""
- The scenario reads like a procedural/technical case study, likely designed to test reasoning about intent vs. outcome rather than evoke feeling

**What little charge it has:**
- The phrase ""did",8,"**8/10 — highly typical**

Upgrading emissions-control/scrubber systems to an industry-standard model for cost savings is a routine, expected action for a plant manager. Equipment upgrades commonly come bundled with vendor-specific monitoring/logging software, so a resulting change in file-naming convention or output format (e.g., timestamp-based naming instead of a legacy code) is a very ordinary side effect of adopting new industry-standard hardware/software — not an unusual or suspicious choice.

A few points keep it from a 9-10:

- A more diligent manager might anticipate the downstream friction for",,vividness gap too small: low=3 high=2 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
ENV-NEU-03-C,ENV-NEU-03,Environment,NEU,,na,uncommon,low,"The plant manager commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities to reduce operating costs by upgrading the plant's emissions-control equipment. The plant manager did not care at all about the effect this would have on staff who review the air-quality readings. The plant manager knew that this would change the air-quality log's internal file format: the plant's monitoring software began logging air-quality readings under a different internal file format than before.",Did the plant manager intentionally change the air-quality log's internal file format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?",3,"I'd rate this around a 3-4, leaning toward practicality but with a moral dimension worth flagging.

**Why mostly practical:**
The core issue described—a custom scrubber system changing the internal file format of air-quality logs—is fundamentally a technical/operational matter. File format compatibility, software integration, and how staff adapt to new logging systems are practicality concerns. Choosing an unconventional engineering approach to cut costs is a normal business decision that firms make routinely.

**Why there's some moral weight:**
A few details push this away from pure practicality:

1. **Indifference to affected parties** - The",2,"**Severity: 2/10**

This is a low-severity outcome. Reasoning:

- **What changed**: An internal file format for logging air-quality readings shifted. This is a data/IT compatibility issue, not a change to the actual emissions or air-quality data itself.
- **Who's affected**: Staff who review the air-quality logs may need to adapt tools, scripts, or software to read the new format. This could cause temporary friction, delays, or annoyance—but it's a workflow/technical inconvenience, not a safety or compliance failure.
- **What's not affected**: There's no indication that data is being lost, corr",2,"I'd rate this around **2-3** on the emotional vividness scale.

**Why it's low:**
- The language is technical and procedural (scrubber systems, file formats, monitoring software, air-quality logs)
- There's no sensory detail, dialogue, or concrete imagery that would help a reader visualize or feel the scenario
- The prose is flat and administrative in tone, reading more like an incident report than a narrative
- Even the emotionally-loaded phrase ""did not care at all"" is stated abstractly rather than shown through action, consequence, or specific detail

**What little charge it has:**
- The phrase """,3,"**3 — atypical, leaning toward unusual**

Reasoning:

- **The stated goal (reduce operating costs by upgrading emissions-control equipment) is a normal, expected objective for a plant manager.** Plant managers routinely make capital equipment decisions to cut costs, and emissions/scrubber upgrades are a common lever for this.

- **However, the specific approach — commissioning a custom, in-house-built scrubber system rather than a vendor-standard or industry-standard system — is explicitly described as rarely used by comparable facilities.** This is a meaningful deviation from typical practice. Most",,vividness gap too small: low=2 high=2 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
ENV-NEU-03-D,ENV-NEU-03,Environment,NEU,,na,uncommon,high,"The plant manager commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities to reduce operating costs by upgrading the plant's emissions-control equipment. The plant manager did not care at all about the effect this would have on staff who review the air-quality readings. The plant manager knew that this would change the air-quality log's internal file format: a reading that would have been saved as 'AQ_031427.csv' under the old system is now saved as '2027-03-14_AirQuality.csv' instead, with no change to who reviews the readings or how compliance is tracked.",Did the plant manager intentionally change the air-quality log's internal file format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the plant manager for this, on a scale from 0 (not at all) to 10 (extremely)?",1,"This scenario merits a low score, around **1-2** on the scale.

The core change described—a file naming convention shifting from 'AQ_031427.csv' to '2027-03-14_AirQuality.csv'—is a practical/technical matter. File formats, naming conventions, and system outputs are aesthetic/organizational concerns unless they cause real downstream harm (e.g., breaking compliance software, causing missed readings, or obscuring safety-critical data from reviewers).

The scenario explicitly states:
- No change to who reviews the readings
- No change to how compliance is tracked
- The underlying air-quality",1,"**Severity: 1/10**

This is a trivial, cosmetic change with essentially no operational or safety significance. Reasoning:

- **Same people, same process**: The staff reviewing air-quality readings haven't changed, and compliance tracking is unaffected.
- **Same data, different label**: The underlying air-quality information itself isn't altered—only the filename format changed (from a code-based name to a date-based name).
- **Predictable, decodable change**: Both naming conventions encode the same information (date of reading); the new one is arguably more human-readable (ISO-style date) than the old cryptic code.
- **No",2,"**2/10**

The description is largely technical and procedural — it centers on file-naming conventions, equipment upgrades, and compliance tracking, which are dry, mechanical details. There's a brief note about the plant manager not caring about staff impact, which introduces a faint hint of interpersonal tension, but it's stated flatly rather than illustrated with any sensory detail, dialogue, or consequence that would make it emotionally resonant. There's no imagery, no depiction of frustration or struggle, and no stakes made vivid to the reader. Overall, it reads like a case-study or logic-puzzle setup rather than a",7,"**Rating: 7/10**

Reasoning:

A plant manager pursuing cost reduction through upgraded emissions-control equipment is acting well within the normal scope of their role — capital/operational decisions about scrubber systems, vendor selection (including custom-built solutions), and efficiency upgrades are standard managerial responsibilities. Choosing a custom, in-house-built system over an off-the-shelf comparable one is less common but not aberrant; plant managers sometimes do this when they believe it better fits site-specific conditions or offers longer-term savings, even if peer facilities usually buy standardized systems.",,vividness gap too small: low=2 high=2 (should differ by >= 2),claude-sonnet-5,2026-08-07,True
