variant_id,family_id,domain,valence,nonmoral_subdomain,sign,typicality,evocativeness,scenario,q_intentionality,q_blame,q_praise,moral_relevance,moral_relevance_raw,severity,severity_raw,vividness,vividness_raw,typicality_perception,typicality_perception_raw,individual_flags,pair_flag,reviewer_model,curation_date,accepted
WORK-MB-01-A,WORK-MB-01,Workplace,MB,,bad,common,low,The department manager adopted a shift-rotation schedule widely used by comparable departments in the industry to restructure the team's shift schedule to increase quarterly output. The department manager did not care at all about the effect this would have on the employees working under the new schedule. The department manager knew that this would increase employees' risk of exhaustion-related harm: a subsequent staff survey found a measurable rise in reported exhaustion and missed medical appointments among employees on the new schedule.,Did the department manager intentionally increase employees' risk of exhaustion-related harm? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?",9,"9

This scenario is primarily a moral matter. The key elements pointing to this:

1. **Harm to persons**: The schedule change caused measurable harm—increased exhaustion and missed medical appointments—affecting employees' health and wellbeing.

2. **Disregard for welfare**: The manager's indifference to the effects on employees, despite knowing the risks involved, reflects a moral failing (lack of due care/concern for others) rather than a mere breach of convention or taste.

3. **Foreseeability**: The manager knew or should have known this would elevate exhaustion-related risk. Acting with that knowled",6,"# Severity Assessment: 6/10

**Reasoning:**

**Factors increasing severity:**
- The manager acted with conscious disregard for employee welfare (""did not care at all"")
- The harm was foreseeable and known in advance—this wasn't negligence but a knowing tradeoff of worker wellbeing for output
- The outcome is documented, not speculative: measurable increases in exhaustion and missed medical appointments
- Missed medical appointments can compound into secondary harms (untreated health conditions, delayed diagnoses)
- This affects an entire team/department, not an isolated individual—the sc",3,"I'd rate this around **3-4** on emotional vividness.

**What keeps it low:**
- The language is clinical and abstract (""exhaustion-related harm,"" ""reported exhaustion,"" ""missed medical appointments"")
- No specific individuals are named or depicted—no named employees, no particular scenes
- No sensory details, dialogue, or narrative moments (no description of what exhaustion actually looked like for someone, no specific missed appointment with consequences)
- It reads like a summary one might find in an HR report or a court case description, not a story

**What pushes it slightly above 0:**
- Phrases like ""did not",7,"**7/10 — fairly typical, though on the more aggressive end of normal practice.**

Reasoning:

- **Adopting an industry-standard shift-rotation schedule to boost output is a very ordinary managerial action.** Benchmarking against comparable departments/companies is a routine, expected practice. This part of the scenario is highly typical (8-9 range on its own).

- **Deprioritizing employee well-being relative to output metrics is also common in real-world management**, especially in operations-focused or production-driven environments where KPIs like quarterly output are the primary basis for evaluation. Many managers focus narrow",,,claude-sonnet-5,2026-08-03,True
WORK-MB-01-B,WORK-MB-01,Workplace,MB,,bad,common,high,The department manager adopted a shift-rotation schedule widely used by comparable departments in the industry to restructure the team's shift schedule to increase quarterly output. The department manager did not care at all about the effect this would have on the employees working under the new schedule. The department manager knew that this would increase employees' risk of exhaustion-related harm: several employees collapsed from exhaustion during back-to-back shifts under the new schedule.,Did the department manager intentionally increase employees' risk of exhaustion-related harm? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?",9,"This scenario rates a **9-10** on the moral end of the scale.

Here's the reasoning:

**Why this is primarily moral, not practical:**

1. **Harm to persons is central**: Employees collapsed from exhaustion. This isn't a matter of taste, convention, or mere efficiency—actual physical harm to human beings occurred as a foreseeable consequence of the decision.

2. **Indifference to foreseeable harm**: The manager knew the schedule increased exhaustion-related risk and adopted it anyway ""without caring at all"" about the effect on employees. This combination—foreseeable harm pl",7,"I'd rate this around **7-8** in severity.

**Reasoning:**

- **Physical harm occurred**: Multiple employees actually collapsed from exhaustion, not just a hypothetical risk. Physical collapse can involve injury from falling, medical complications, and potential long-term health consequences.

- **Multiple victims**: This isn't an isolated incident affecting one person—several employees were harmed, indicating a systemic problem affecting the workforce broadly.

- **Foreseeability and disregard**: The manager knew the schedule would increase exhaustion-related risk and proceeded anyway without any",6,"**6/10**

The description contains several elements that create emotional resonance and vividness:

- **Concrete, visceral detail**: ""collapsed from exhaustion during back-to-back shifts"" is a specific, physical image that's easy to visualize and carries genuine emotional weight.
- **Moral framing**: Phrases like ""did not care at all"" explicitly signal callousness, which invites an emotional reaction (frustration, indignation) from the reader.
- **Cause-and-effect structure**: Connecting the decision directly to real harm (""knew that this would increase... several employees collapsed"") heightens the sense of cons",7,"**7/10**

Here's my reasoning:

Adopting an industry-standard shift-rotation schedule to boost quarterly output is a common, expected managerial action — this is squarely within normal operational decision-making for someone in this role. Benchmarking against comparable departments is a standard practice, which pushes typicality upward.

However, a few factors moderate the score:

- **The indifference to employee welfare** is somewhat atypical of stated managerial responsibility (most management roles nominally include some duty of care), even if it's not uncommon in practice for output-focused managers to deprioritize this.
- **Proceeding desp",,,claude-sonnet-5,2026-08-03,True
WORK-MB-01-C,WORK-MB-01,Workplace,MB,,bad,uncommon,low,"The department manager implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments to restructure the team's shift schedule to increase quarterly output. The department manager did not care at all about the effect this would have on the employees working under the new schedule. The department manager knew that this would increase employees' risk of exhaustion-related harm: a subsequent staff survey found a measurable rise in reported exhaustion and missed medical appointments among employees on the new schedule.",Did the department manager intentionally increase employees' risk of exhaustion-related harm? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?",9,"This scenario rates a **9** on the scale, making it primarily a moral matter.

**Reasoning:**

This scenario involves several classic markers of moral concern:

1. **Harm to others**: The schedule change caused measurable increases in exhaustion and missed medical appointments—tangible harms to employees' health and wellbeing, not mere inconvenience.

2. **Disregard for welfare**: The manager's indifference to employee impact, despite awareness of the exhaustion risk, reflects a moral failing—treating people as mere instruments for output rather than as persons whose wellbeing matters. This invokes core",5,"I'd rate this around **5-6 out of 10** in severity.

**Factors supporting a moderate-to-elevated rating:**
- Real harm occurred: measurable increases in exhaustion and missed medical appointments are concrete, documented negative outcomes affecting multiple people
- Missed medical appointments can compound into secondary health problems (untreated conditions, delayed diagnoses)
- The manager's apparent indifference to employee wellbeing is a significant aggravating factor from a culpability standpoint, even though culpability and severity-of-outcome are distinct questions
- This affects an entire team, not",4,"I'd rate this around **4-5** on emotional vividness.

**What limits vividness:**
- The language is clinical and administrative (""implemented a custom shift-rotation schedule,"" ""measurable rise"")
- No individual employees are named or depicted—we don't see a specific person's exhaustion, a missed cancer screening, a child's school event skipped
- Effects are reported statistically (""staff survey found"") rather than shown experientially
- No sensory details, dialogue, or scene-setting

**What does create some emotional charge:**
- The stark statement that the manager ""did not care at all"" is pointed and does invite a neg",2,"**Rating: 2-3 (leans atypical)**

**Reasoning:**

If we narrow the goal strictly to ""increase quarterly output,"" a manager restructuring shift schedules to pursue that goal is fairly ordinary business behavior — that part alone might rate a 6-7, since schedule optimization for output is a common management lever.

However, the scenario includes several elements that make this *specific instantiation* atypical for the role:

1. **Rarity of approach**: The scenario explicitly states this custom rotation is ""rarely used by comparable departments"" — meaning most managers pursuing the same output goal choose different",,,claude-sonnet-5,2026-08-03,True
WORK-MB-01-D,WORK-MB-01,Workplace,MB,,bad,uncommon,high,"The department manager implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments to restructure the team's shift schedule to increase quarterly output. The department manager did not care at all about the effect this would have on the employees working under the new schedule. The department manager knew that this would increase employees' risk of exhaustion-related harm: several employees collapsed from exhaustion during back-to-back shifts under the new schedule.",Did the department manager intentionally increase employees' risk of exhaustion-related harm? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?",9,"9

This is overwhelmingly a moral matter. The scenario involves a manager knowingly implementing a schedule that increased risk of physical harm to employees, showing indifference to their wellbeing, and real harm resulted (employees collapsing from exhaustion). This engages core moral concerns: duty of care, harm to others, negligence, and the ethical obligation employers have toward employee safety and welfare.

It's not a 10 only because there are practical/operational elements woven in (scheduling logistics, output optimization, industry norms), which provide context for *why* the decision was made — but these practical considerations don't neutralize the",7,"**Severity rating: 7/10**

**Reasoning:**

This scenario describes a significant workplace harm outcome for several reasons:

1. **Actual physical harm occurred** — Multiple employees collapsed from exhaustion, indicating real, tangible injuries rather than hypothetical or minor risks.

2. **Multiple victims** — This wasn't an isolated incident affecting one person; ""several employees"" were harmed, suggesting a systemic problem affecting a substantial portion of the team.

3. **Foreseeability and disregard** — The manager knew the schedule increased exhaustion-related ris",6,"I'd rate this around **6-7** on emotional vividness.

**Factors pushing it higher:**
- ""Several employees collapsed from exhaustion"" is a concrete, physical, visceral image—collapsing bodies evoke visceral concern
- ""Back-to-back shifts"" adds specificity that helps visualization
- The explicit statement that the manager ""did not care at all"" and ""knew"" the risks creates a clear moral valence (callousness), which tends to heighten emotional reactivity in readers

**Factors limiting it from going higher:**
- The language is largely clinical/abstract (""shift-rotation sch",2,"**Rating: 2/10 — highly atypical**

Reasoning:

- Most managers pursuing higher quarterly output through shift restructuring stay within conventional approaches: adjusting shift lengths, rotation patterns, overtime incentives, or staffing levels while still nominally accounting for labor regulations, fatigue-management guidelines, and basic employee welfare (even if imperfectly).
- The scenario describes a manager who **implemented a rarely-used, custom schedule**, **knew it increased exhaustion-related harm risk**, and **did not care at all** about the impact on employees — and this indif",,,claude-sonnet-5,2026-08-03,True
WORK-MG-01-A,WORK-MG-01,Workplace,MG,,good,common,low,The department manager adopted a shift-rotation schedule widely used by comparable departments in the industry to restructure the team's shift schedule to increase quarterly output. The department manager did not care at all about the effect this would have on the employees working under the new schedule. The department manager knew that this would reduce employees' risk of exhaustion-related harm: a subsequent staff survey found a measurable drop in reported exhaustion and missed medical appointments among employees on the new schedule.,Did the department manager intentionally reduce employees' risk of exhaustion-related harm? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?",7,"**7**

This is primarily a moral matter, though it has clear practical dimensions worth separating out.

**Why it leans moral:**
- The decision affects the wellbeing of employees—their health, exhaustion levels, and ability to attend medical appointments. Outcomes that impact human welfare (harm/benefit to others) are core moral territory.
- The manager's *motive* is relevant to moral evaluation: they adopted the schedule purely for output reasons and were indifferent to the employees' welfare. That the change happened to benefit workers is morally fortunate, but the manager doesn't get full moral credit for an out",2,"I'd rate this outcome around a **2-3 on a 0-10 severity scale**, but the framing matters here—let me clarify why.

**On the outcome itself:** This is a *positive* result, not a harm. Reduced exhaustion and fewer missed medical appointments represent a genuine benefit to employee wellbeing. If we're scaling ""severity"" as in ""how bad is this outcome,"" it scores very low, since nothing harmful actually materialized.

**Important distinction—outcome vs. conduct:**
If your underlying question is really about assessing the *manager's decision-making* or moral culpability, that's a",3,"**3/10**

The description is largely clinical and procedural in tone—it reads like a case summary or exam hypothetical rather than a narrative meant to evoke emotion. Key factors keeping it low on vividness:

- **Abstract language**: Terms like ""shift-rotation schedule,"" ""quarterly output,"" and ""staff survey"" are administrative/bureaucratic rather than sensory or personal.
- **No individual characters**: There's no named employee, no specific human moment (e.g., a worker missing their child's event, or collapsing from fatigue) that would let a reader emotionally latch on.
- **Statistical fram",8,"**8/10**

Reasoning: Adopting an industry-standard shift-rotation schedule to boost quarterly output is a highly typical action for a department manager pursuing operational efficiency goals. Benchmarking against comparable departments' practices is a routine, expected management behavior—it's a conventional, low-risk way to justify operational changes and is unlikely to raise eyebrows within an organization.

The manager's indifference to employee well-being doesn't make the *action* atypical—it's quite common for managers to focus narrowly on output metrics without deep concern for downstream employee effects, especially when adopting ""industry stand",,vividness gap too small: low=3 high=4 (should differ by >= 2),claude-sonnet-5,2026-08-03,True
WORK-MG-01-B,WORK-MG-01,Workplace,MG,,good,common,high,The department manager adopted a shift-rotation schedule widely used by comparable departments in the industry to restructure the team's shift schedule to increase quarterly output. The department manager did not care at all about the effect this would have on the employees working under the new schedule. The department manager knew that this would reduce employees' risk of exhaustion-related harm: several employees who had been struggling with burnout said they were finally sleeping through the night again after the schedule change.,Did the department manager intentionally reduce employees' risk of exhaustion-related harm? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?",7,"This scenario rates around a **7-8** on the moral dimension.

**Why it's primarily moral:**

- The scenario centers on how a decision-maker's actions affect the **wellbeing of other people** (employees' health, exhaustion, burnout risk). This is a paradigmatic moral concern—harm and welfare are core moral categories.
- The manager's **indifference to the effects on employees** is morally salient regardless of outcome. Even though the schedule change happened to benefit employees, the manager's disposition (not caring at all about their welfare) reflects something about moral character—specifically a lack of concern for others that would",1,"**Severity: 1-2 (minimal/positive-leaning, essentially negligible harm)**

Reasoning:

The actual *outcome* described here is positive: employees who were struggling with burnout reported improved sleep and reduced exhaustion-related risk. There's no injury, harm, or negative consequence to evaluate in terms of severity—if anything, this is a beneficial result.

It's worth separating two distinct things that are easy to conflate in this scenario:

1. **The manager's intent/motive**: The manager adopted the schedule purely to boost output and was indifferent to employee welfare. This speaks",4,"**4/10**

The description is mostly analytical and structural—it reads like a case study or ethics-exam prompt rather than a narrative meant to evoke feeling. Most of the sentence is dry, procedural language: ""adopted a shift-rotation schedule,"" ""restructure,"" ""increase quarterly output,"" ""reduce employees' risk of exhaustion-related harm."" These are abstract, bureaucratic terms with little sensory or emotional texture.

However, it's not purely clinical. A few elements do add mild vividness and emotional pull:

- ""did not care at all about the effect this would have on the employees"" — this injects a p",8,"**8/10 — highly typical.**

Adopting an industry-standard shift-rotation schedule to boost quarterly output is a very ordinary managerial move. Benchmarking against comparable departments/companies is a standard, expected practice for operations and shift-work decisions—it's often seen as a defensible, low-risk choice precisely because it's already validated elsewhere.

The manager's indifference to employee welfare doesn't make the *action* atypical; it makes the *motivation* ethically thin. Many managers implement such schedules primarily for output reasons without much regard for worker wellbeing as a goal in itself—",,vividness gap too small: low=3 high=4 (should differ by >= 2),claude-sonnet-5,2026-08-03,True
WORK-MG-01-C,WORK-MG-01,Workplace,MG,,good,uncommon,low,"The department manager implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments to restructure the team's shift schedule to increase quarterly output. The department manager did not care at all about the effect this would have on the employees working under the new schedule. The department manager knew that this would reduce employees' risk of exhaustion-related harm: a subsequent staff survey found a measurable drop in reported exhaustion and missed medical appointments among employees on the new schedule.",Did the department manager intentionally reduce employees' risk of exhaustion-related harm? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?",8,"8

This is primarily a moral matter, because it centrally involves effects on employees' wellbeing—reduced exhaustion and fewer missed medical appointments touch on harm/benefit to people's health, which is a core moral concern. The manager's indifference to employee welfare is also morally salient (even though the outcome happened to be positive), since it reflects on the ethics of decision-making, not just its results.

It's not a perfect 10 because there's a practical/operational dimension too: the schedule change was implemented for business reasons (increasing quarterly output), and questions of scheduling efficiency, logistics, and workplace policy",2,"I'd rate this outcome around **2/10** in terms of severity—but with an important clarification about direction.

**Key consideration:** This is a *positive* outcome, not a harm. The schedule change resulted in reduced exhaustion and fewer missed medical appointments—a beneficial effect on employee wellbeing.

**Why the low number reflects ""positive impact, modest scale"":**
- The change appears to be a genuine improvement in working conditions
- The benefits (less exhaustion, better healthcare follow-through) are meaningful for quality of life but represent moderate rather than dramatic gains
- No indication of",3,"**3/10**

The description is written in a fairly flat, clinical, report-like style. There are elements with inherent emotional potential—manager indifference, employee exhaustion, medical appointments, risk of harm—but they're presented abstractly rather than vividly:

- No sensory detail, dialogue, or concrete imagery (e.g., no depiction of a specific tired worker, no scene-setting)
- Terms like ""exhaustion-related harm,"" ""measurable drop,"" and ""staff survey"" are bureaucratic/statistical rather than evocative
- The manager's indifference is stated directly (""did not care at all"") r",2,"**Typicality: 2-3 out of 10**

Here's my reasoning:

Implementing a custom, non-standard shift-rotation schedule that departs from what comparable departments do is itself somewhat atypical—most managers default to industry-standard scheduling practices rather than designing bespoke systems. This alone pushes the score down.

However, the goal driving the action—increasing quarterly output—is entirely typical and expected for a department manager. Optimizing schedules for productivity is a core managerial function.

What makes this scenario more unusual is the combination of:
1. A manager who explicitly doesn't care about employee",,"severity mismatch: low=2 high=6 (should be matched, max diff 2); vividness gap too small: low=3 high=3 (should differ by >= 2)",claude-sonnet-5,2026-08-03,True
WORK-MG-01-D,WORK-MG-01,Workplace,MG,,good,uncommon,high,"The department manager implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments to restructure the team's shift schedule to increase quarterly output. The department manager did not care at all about the effect this would have on the employees working under the new schedule. The department manager knew that this would reduce employees' risk of exhaustion-related harm: several employees who had been struggling with burnout said they were finally sleeping through the night again after the schedule change.",Did the department manager intentionally reduce employees' risk of exhaustion-related harm? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?",8,"This scenario rates around an **8** on the scale.

**Why it's primarily moral:**

The core issue involves employee wellbeing—the schedule change had real effects on people's health, exhaustion levels, and quality of life (sleep, burnout). Actions that affect others' welfare, safety, and flourishing fall squarely within the moral domain, regardless of the manager's intent.

Notably, this scenario contains an interesting tension: the *outcome* was positive (reduced burnout, better sleep), but the *manager's motivation and process* were morally indifferent—they didn't care about employee wellbeing at all; the",6,"I'd rate this outcome around **6-7** in significance.

Reasoning:

**Factors increasing severity/significance:**
- Burnout and chronic exhaustion carry real health risks (cardiovascular strain, mental health decline, accident risk, weakened immune function)
- Multiple employees were affected, not just one isolated case
- Sleep restoration is a meaningful, tangible improvement to daily functioning and long-term health trajectory
- This addresses an ongoing, cumulative harm (exhaustion) rather than a one-time event

**Factors moderating the severity:**
- The outcome described is",3,"**Rating: 3/10**

The description is largely clinical and administrative in tone—terms like ""shift-rotation schedule,"" ""quarterly output,"" and ""restructure"" read like they're pulled from a business memo. There's minimal sensory detail, narrative tension, or character interiority typical of vivid writing.

However, a few elements push it slightly above a bare-minimum score:
- The detail ""finally sleeping through the night again"" is a small concrete, embodied image that carries some emotional resonance
- The mention of ""burnout"" and ""exhaustion-related harm"" gestures at human stakes
- The juxtaposition of the",2,"I'd rate this around **2-3 (fairly atypical)** for this specific role/goal combination.

Here's my reasoning:

**What's typical for managers restructuring schedules to boost output:**
- Analyzing production metrics and workflow bottlenecks
- Benchmarking against industry-standard shift patterns
- Adjusting staffing levels or shift lengths incrementally

**What makes this scenario atypical:**

1. **The novel/custom design approach** - The scenario emphasizes this is ""rarely used by comparable departments."" Most managers pursuing output gains lean on proven, conventional approa",,"severity mismatch: low=2 high=6 (should be matched, max diff 2); vividness gap too small: low=3 high=3 (should differ by >= 2)",claude-sonnet-5,2026-08-03,True
WORK-NMB-01-A,WORK-NMB-01,Workplace,NMB,procedural,bad,common,low,The department manager adopted a shift-rotation schedule widely used by comparable departments in the industry to restructure the team's shift schedule to increase quarterly output. The department manager did not care at all about the effect this would have on employees adjusting to the new desk arrangement. The department manager knew that this would change the office's seating arrangement: a subsequent staff survey found employees rated the new seating chart as noticeably less convenient than the previous layout.,Did the department manager intentionally change the office's seating arrangement? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?",2,"**Rating: 2**

This scenario is primarily a matter of practicality, not morality. Here's the reasoning:

**Why it leans practical/low on the moral scale:**
- The manager's goal (increasing quarterly output via industry-standard shift rotation) is a legitimate business objective
- The seating arrangement change is a *side effect*, not an intentional harm
- Reduced ""convenience"" in seating is a mild inconvenience, not a violation of rights, dignity, or wellbeing
- Adjusting to new desk arrangements is a normal part of workplace change—not comparable to harms like discrimination",2,"**Severity: 2/10**

Reasoning:

- The outcome in question is reduced convenience of seating arrangements, as reported in an employee survey. This is a relatively minor, subjective quality-of-work-life issue rather than a harm to health, safety, pay, job security, or career progression.
- There's no indication of lasting damage — it's an adjustment/inconvenience issue, likely to diminish as employees adapt to the new schedule and layout.
- The manager's indifference to the side-effect is a notable point about intent/care, but the question asks specifically about the severity of the *outcome*, not the culpability of the",3,"**3/10**

The description is largely dry and procedural—written in a flat, report-like tone typical of a business case study. There's minimal sensory detail, no direct quotes from employees, no depiction of frustration or emotional reactions in real time, and no narrative tension beyond the bare facts.

A few elements push it slightly above 0:
- ""Did not care at all"" injects a mild emotional judgment about the manager's attitude, hinting at callousness.
- ""Noticeably less convenient"" gestures at employee dissatisfaction, though it's reported abstractly via survey data rather than shown viscerally.

What keeps",8,"**8/10 — highly typical, with minor deduction for the complete disregard of side effects.**

Reasoning:

- **Adopting an industry-standard shift-rotation schedule to boost quarterly output** is a very ordinary, expected action for a department manager. Benchmarking against comparable departments and restructuring shifts to hit output targets is core to the role—this alone would rate close to 9-10.

- **The seating arrangement change** is a foreseeable secondary effect of shift restructuring (different shift groups often need different desk/space allocations), not an unusual or extreme side effect. It's the kind of ripple",,vividness gap too small: low=3 high=3 (should differ by >= 2),claude-sonnet-5,2026-08-03,True
WORK-NMB-01-B,WORK-NMB-01,Workplace,NMB,procedural,bad,common,high,The department manager adopted a shift-rotation schedule widely used by comparable departments in the industry to restructure the team's shift schedule to increase quarterly output. The department manager did not care at all about the effect this would have on employees adjusting to the new desk arrangement. The department manager knew that this would change the office's seating arrangement: several employees said the new seating chart broke up long-standing desk groupings they were fond of.,Did the department manager intentionally change the office's seating arrangement? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?",0,"This scenario sits closer to the practical/etiquette end of the spectrum, but isn't purely a 0. I'd rate it around a **2**.

**Reasoning:**

- **Adopting a widely-used shift-rotation schedule to increase output** is a standard, defensible business decision. Following industry-comparable practices suggests reasonableness, not malice or exploitation.

- **The disruption to desk groupings** is a matter of workplace preference, social comfort, and habit—not a violation of rights, fairness, or wellbeing in any deep sense. Losing a preferred seat near work-friends is a real disapp",2,"**Severity: 2/10**

**Reasoning:**

This outcome is minor in significance for several reasons:

1. **Nature of the harm**: The impact described is social/emotional discomfort from losing familiar desk groupings—not physical harm, financial loss, job security, or health impacts. This is a relatively low-stakes workplace inconvenience.

2. **Adaptability**: Seating arrangements and social groupings at work are generally recoverable circumstances. Employees can form new working relationships, and desk arrangements are not permanent fixtures of identity or wellbeing.

3. **Legitimate business r",3,"**3/10**

The description is largely procedural and matter-of-fact—it reads like a summary of a business decision rather than an emotionally charged narrative. A few elements add mild emotional texture:

- ""Did not care at all"" suggests some callousness, hinting at interpersonal tension
- ""Several employees said the new seating chart broke up long-standing desk groupings they were fond of"" introduces a note of nostalgia or mild disappointment

However, the language stays fairly clinical and abstract:
- No specific sensory details (no named employees, no quoted dialogue, no depicted reactions like frustration or sadness)",8,"**8/10 — highly typical**

Reasoning:

- **Adopting an industry-standard shift-rotation schedule** to boost quarterly output is a mainstream, expected managerial action. Benchmarking against comparable departments is a common, low-risk way to justify operational changes.
- **Side effects on desk arrangements** are a routine, foreseeable byproduct of rescheduling shifts — not a separate decision requiring its own justification. Seating naturally shifts when who's-in-the-office-when changes.
- **Not weighing employees' emotional attachment to desk groupings** against output goals is typical of",,vividness gap too small: low=3 high=3 (should differ by >= 2),claude-sonnet-5,2026-08-03,True
WORK-NMB-01-C,WORK-NMB-01,Workplace,NMB,procedural,bad,uncommon,low,"The department manager implemented a custom shift-rotation schedule designed specifically for this team, an approach rarely used by comparable departments to restructure the team's shift schedule to increase quarterly output. The department manager did not care at all about the effect this would have on employees adjusting to the new desk arrangement. The department manager knew that this would change the office's seating arrangement: a subsequent staff survey found employees rated the new seating chart as noticeably less convenient than the previous layout.",Did the department manager intentionally change the office's seating arrangement? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the department manager for this, on a scale from 0 (not at all) to 10 (extremely)?",2,"I'd rate this around a 2-3.

Here's my reasoning: The core action described—implementing a shift-rotation schedule to increase quarterly output, which has a side effect on seating arrangements—is fundamentally a business/operational decision. The seating inconvenience is a practicality issue: employees find the new layout less convenient, which is about comfort and workflow efficiency, not about harm, fairness, or rights violations.

The one element that nudges this slightly toward the moral dimension is the stated indifference of the manager toward employees' adjustment difficulties. Callousness or disregard for how changes affect people can carry m",2,"I'd rate this outcome around **2-3 out of 10** in severity.

**Reasoning:**

- **What actually happened:** The core intervention was a shift-rotation schedule change aimed at boosting quarterly output. The seating arrangement change appears to be a secondary, almost incidental effect of restructuring shifts.
- **The measured harm is modest:** Employees rated the new seating as ""noticeably less convenient"" — this is a subjective inconvenience, not a material harm like lost wages, health impacts, job security, or significant quality-of-life disruption.
- **Scope is limited:** Convenience of",2,"**Rating: 2/10**

This description is quite low in emotional vividness and evocative quality. Here's why:

1. **Dry, clinical language**: Terms like ""shift-rotation schedule,"" ""quarterly output,"" and ""staff survey"" read like a business memo rather than a narrative meant to evoke feeling.

2. **Lack of sensory or human detail**: There's no depiction of specific employee reactions, dialogue, facial expressions, or individual stories—just an abstract reference to survey results.

3. **Minimal stakes conveyed**: While the text mentions the manager ""did not care at all,"" this is stated",2,"**Rating: 2/10 (highly atypical)**

Reasoning:

- The stated goal—increasing quarterly output through shift-rotation redesign—is a legitimate managerial objective, but the *method* described here is unusual compared to how comparable departments operate. The scenario explicitly notes this approach is ""rarely used by comparable departments,"" which signals it deviates from typical practice.

- A more typical manager pursuing this goal would likely: model the change against industry-standard rotation patterns, pilot it before full rollout, or at least anticipate secondary effects (like seating disruptions) and communicate them in advance",,,claude-sonnet-5,2026-08-03,True
